,Year,COU,Country,Composting%,Disposal%,Landfill%,Material_recovery%,Recovery%,Recycling%,Amt_for_recovery_operations,Composting,Electronic_waste,Household_waste,Landfill,Municipal_waste_generated,Municipal_waste_generated_percapita,Municipal_waste_generated_1990,Municipal_waste_generated_2000,Municipal_waste_treated,Recycling,Total_Incineration,Waste_from_households,Country_y,CO2_emissions_percapita,Female_education_attainment_bach,Male_education_attainment_bach,Total_education_attainment_bach,Energy_use_percapita,Forest_area,GDP_2015_USD,GDP_growth%,GDP_percapita_2015_USD,GDP_percapita_growth%,Education_expense_%_of_gdp,Education_expense_%_of_total_exp,Population_density,Population_growth%,Population_female,Population_female_%,Population_total,Poverty_headcount%_ppp,Poverty_headcount%_national_line,Population_urban%,Population_urban_growth%
143,1996,IRL,Ireland,,92.112,92.112,7.888,7.888,7.888,130.0,,,,1518.0,1898.0,524.363,,83.293,1648.0,130.0,0.0,1360.2,Ireland,9.57248227496282,,,,3122.33560869936,5628.72,108493436193.491,7.3732255028176,29826.2922145895,6.52696446107743,4.75392007827759,12.9406404495239,52.8017128755988,0.791271346994459,1831441,50.3487508263959,3637510,0.2,,58.173,1.1771004697882
144,1996,ISL,Iceland,1.681,89.076,73.95,9.244,10.924,7.563,13.0,2.0,,,88.0,117.0,433.109,,90.0,119.0,9.0,15.0,,Iceland,8.4412976542861,,,,8847.78518198992,247.26,9561929577.68111,4.56712352159758,35557.3100064002,4.0040733689132,5.21834993362427,12.6031904220581,2.68245386533666,0.539913016609299,134111,49.8708096422649,268916,,,91.797,0.722045345537704
145,1996,ITA,Italy,1.899,88.318,88.318,6.797,11.682,4.897,2860.0,465.0,,,21623.0,25960.0,454.918,129.8,89.644,24483.0,1199.0,1196.0,,Italy,7.2484692785813,,,,2796.15473585155,80574.5,1684627233211.13,1.26678480191715,29627.4869484224,1.23832837048366,4.44763994216919,9.1187801361084,193.329981979531,0.0281044080072756,29279269,51.4933602914882,56860281,,,66.982,0.117720946939261
146,1996,JPN,Japan,,15.144,9.79,10.328,84.856,10.328,44899.0,,,,5180.0,52908.0,417.769,105.276,96.489,52912.0,5465.0,38814.0,,Japan,9.42031059901238,,,,4008.4762359153,249056.0,3904273220115.03,3.13387099280445,31046.1701544648,2.900141234358,,,345.012345679012,0.226884732460898,63890191,50.8044808309624,125757000,,,78.145,0.392098741792234
147,1996,KOR,Korea,,68.334,68.334,26.207,26.207,26.207,4775.66,,,,12452.34,18222.6,398.299,59.461,107.509,18222.63,4775.66,994.63,15411.0,"Korea, Rep.",9.0058840829659,,,,3454.85485115206,65060.0,652347705779.257,7.89070332600667,14329.5393059263,6.86762448842396,,,471.953980924736,0.952779421852704,22677355,49.8133189284095,45524681,,,78.662,1.49197608574533
148,1996,LTU,Lithuania,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,1445.0,1445.0,1445.0,400.97,,113.252,1445.0,0.0,0.0,1011.5,Lithuania,3.95100750691426,,,,2610.04194509516,19900.0,18837373099.266,5.15846431747072,5230.26019154918,5.96107720942301,4.84522008895874,18.3226795196533,57.4603222718571,-0.760343408174495,1906650,52.9387672195343,3601613,,,67.225,-0.849558628346543
149,1996,LUX,Luxembourg,4.825,27.726,27.726,20.248,72.274,15.423,175.12,11.69,,131.22,67.18,242.3,585.266,108.363,84.94,242.3,37.37,126.06,197.82,Luxembourg,21.0996439133321,,,,7711.17870722433,,31032290015.6547,1.39807448266822,74916.5067672272,0.0272513379933486,3.47681999206543,8.84348964691162,,1.36114394109864,210723,50.8716204628514,414225,,,82.825,1.27897736982801
150,1996,LVA,Latvia,0.0,100.0,100.0,0.0,,0.0,,0.0,,650.0,475.96,650.0,262.22,,101.246,475.96,0.0,0.0,,Latvia,3.66674236190299,,,,1839.98352611201,32138.0,12672116191.6207,2.58802430890732,5157.09048332658,3.75008254728144,5.2575798034668,,39.4880357401128,-1.12637509582344,1326720,53.9926868783363,2457222,,,68.65,-1.27192977884273
151,1996,MEX,Mexico,,97.643,26.825,2.357,2.357,2.357,753.2,,,,8573.0,31959.4,343.107,,103.99,31959.4,753.2,,25567.0,Mexico,3.46441478631984,,,,1445.93365253831,692654.7,723343156837.845,6.77325869445046,7765.6049833663,5.0724494368494,,,47.9163790220942,1.60574015606866,47372973,50.8582671624204,93147045,18.1,,73.67,2.01651824075115
152,1996,NLD,Netherlands,26.559,55.447,22.264,44.553,44.553,17.994,3558.0,2121.0,22.0,6983.0,1778.0,8565.0,550.335,115.276,89.884,7986.0,1437.0,2650.0,7316.0,Netherlands,11.1792937998511,,,,5014.98883036462,3538.32,539143748273.904,3.49874212057929,34715.1616306125,3.02230330505103,4.49419021606445,8.88747024536133,460.026599526066,0.461395747607711,7838167,50.4695162681938,15530498,,,73.64,1.59627351987802
153,1996,NOR,Norway,2.963,67.321,67.321,19.878,32.679,16.915,902.24,81.8,,,1858.66,2761.2,641.34,138.06,100.225,2760.9,467.0,353.44,1195.3,Norway,7.8971345726509,,,,5202.04727507774,121206.0,266239041025.111,5.02794717187143,60766.6339730874,4.49692670556819,7.1380500793457,15.84255027771,11.9956412699456,0.506881682762136,2214031,50.5332424963301,4381336,,,74.062,0.87888421891871
154,1996,POL,Poland,1.885,98.115,98.115,1.885,1.885,0.0,219.0,219.0,,,11402.0,11621.0,301.768,104.713,95.052,11621.0,0.0,0.0,8265.0,Poland,9.1993733490022,,,,2680.10207027325,89882.0,230911526727.683,6.11538550628521,5978.38946570993,6.03468979259225,6.25738000869751,16.7959098815918,126.103921120507,0.0760741823645528,19843970,51.3768125576349,38624370,,,61.538,0.149227783634428
155,1996,PRT,Portugal,8.31,90.109,90.109,9.741,9.89,1.431,369.94,310.83,,,3370.5,3740.45,369.098,124.682,79.507,3740.45,53.51,5.61,,Portugal,4.84303123675656,,,,1986.83697098901,33282.0,163850456044.527,3.50424706916527,16280.9371518353,3.11580576632078,5.065110206604,12.6018695831299,109.988469945355,0.375996187340096,5215458,51.8231962530945,10063945,,,51.77,1.66101801268823
156,1996,SVK,Slovak Republic,1.253,87.8,87.443,2.703,12.2,1.451,185.03,19.0,,,1326.15,1478.74,274.614,,108.041,1516.58,22.0,149.13,1070.29,Slovak Republic,7.84797448003214,,,,3364.25879444914,19018.38,43117923240.8555,6.61989646667884,8024.38608551621,6.39444813673144,4.12440013885498,9.50448036193848,111.712286902287,0.211674396431709,2759904,51.3627081603152,5373361,,,56.476,0.10372275240628
157,1996,SVN,Slovenia,0.81,,93.712,0.81,,,,8.0,,,925.0,1175.0,590.874,,115.196,987.07,,0.0,,Slovenia,7.68871805083706,,,,3180.2061521813,12150.0,27263846125.3402,3.20300580852732,13709.8774257127,3.26756516262765,,,98.7402184707051,-0.0625361337459717,1022380,51.4113085719458,1988628,,,50.649,-0.0092329090728266
158,1996,SWE,Sweden,6.94,32.099,32.099,30.364,67.901,23.424,2348.0,240.0,,,1110.0,3458.0,390.33,108.063,91.651,3458.0,810.0,1298.0,,Sweden,7.19941345988315,,,,5825.09791315415,281230.0,310667391570.025,1.57945640649923,35139.4029916108,1.41792423811522,6.83862018585205,11.3173999786377,21.7042385016732,0.159147080582875,4472208,50.5848735436011,8840998,,,83.914,0.26646116354374
159,1996,TUR,Türkiye,0.796,99.204,95.61,0.796,0.796,,178.84,178.84,,,21493.46,29347.98,493.88,,95.855,22480.3,,0.0,,Turkiye,3.11897973719996,,,,1126.18070312446,200024.02,363140280866.026,7.37966447375686,6111.0778989006,5.68679330346184,,,77.2101893117472,1.58908803522569,30133315,50.7096141683735,59423278,,,62.653,2.43861504983563
160,1996,USA,United States,5.051,56.419,56.419,26.872,43.581,21.821,85393.0,9897.0,,,110550.0,195943.0,730.218,103.707,88.721,195943.0,42756.0,32741.0,117566.0,United States,19.5753802980022,,,,7844.46826581141,3031016.0,11556037222000.0,3.77256549921414,42896.4164829209,2.57225920399024,,,29.4131648134723,1.16341161998189,136961367,50.840541089592,269394000,0.7,,77.636,1.65278297800739
161,1997,AUT,Austria,37.5,32.235,32.235,57.641,67.765,20.141,3166.0,1752.0,,,1506.0,4241.0,527.956,132.366,91.283,4672.0,941.0,445.0,2907.0,Austria,8.05969748398634,,,,3550.40417086207,38193.99,280641477589.641,2.09359938952392,35220.8877426259,1.97797590805702,,,96.5589069316529,0.113316608322994,4111546,51.6004672300932,7968041,0.2,,61.045,-0.336146843405769
162,1997,BEL,Belgium,16.395,44.732,26.986,34.545,55.268,18.15,2558.513,758.97,,,1249.279,4650.462,454.867,135.345,96.273,4629.322,840.223,1780.849,3806.0,Belgium,11.4553770192152,,,,5523.45916437528,7567.6,333989231728.476,3.79365762950188,32804.3605402361,3.54278906412047,,,,0.241991884983082,5197588,51.0506138382214,10181245,0.5,,96.924,0.317332906060917
163,1997,CHE,Switzerland,10.985,11.101,11.101,42.183,88.899,31.198,3844.0,475.0,,,480.0,4294.0,607.484,104.716,90.763,4324.0,1349.0,2020.0,2533.0,Switzerland,6.03054970682359,,,,3525.89130114012,11833.76,487671077298.662,2.26916811879858,68793.5595843226,2.02310717068694,,,179.343385533939,0.240891210155647,3626449,51.1566876324449,7088906,,,73.546,0.167490737662571
164,1997,CHN,China (People's Republic of),,,,,,,,,,,,109819.0,,162.291,92.917,,,,,China,2.54790155071845,,,,871.756323801394,1710425.62,2199083579879.57,9.23677989162672,1787.7638191814,8.12449757701776,,,130.515952214975,1.02345002419879,598982994,48.6948352230814,1230075000,,,32.883,4.00828550795805
165,1997,CYP,Cyprus,,,,,,,12.54,0.0,,,,410.54,,,,410.54,12.54,0.0,,Cyprus,7.06919960951088,,,,2071.93303335989,1684.6,13157582588.8681,2.64089463952175,19615.814453125,1.19622226260469,,,96.4491341991342,2.01342389558869,442018,49.5986265555044,891190,,,68.283,2.19219040349047
166,1997,CZE,Czech Republic,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,,3280.0,3280.0,317.265,,95.515,3280.0,0.0,,,Czechia,12.1106767761396,,,,4184.88468362834,26349.29,120178870877.585,-0.518331043362068,11663.17381617,-0.411069078029101,,,133.352284198266,-0.107762749274352,5294523,51.3825325637196,10304131,,,74.382,-0.283728236413276
167,1997,DEU,Germany,13.653,55.789,36.803,44.105,44.213,30.451,23859.42,7368.0,,50796.0,19861.0,53966.0,662.979,108.242,102.189,53965.0,16433.0,10303.0,36211.0,Germany,10.6375624550716,,,,4203.35736659763,113378.0,2650813925428.06,1.79216082094591,32313.2970704344,1.6433342731292,,,235.022979515829,0.146313281561803,42187593,51.4264775166847,82034771,0.0,,74.342,0.427841044089846
168,1997,DNK,Denmark,14.046,11.082,11.082,35.374,88.918,21.327,2760.0,436.0,,,344.0,3104.0,588.134,,87.535,3104.0,662.0,1662.0,2776.0,Denmark,12.0435399038522,,,,3848.15584359557,5595.52,240837461729.208,3.26089015774798,45570.0798221242,2.83266446548333,,,132.124775,0.415564969331455,2672273,50.56343533648,5284991,,,85.033,0.447306501950859
169,1997,ESP,Spain,0.0,79.503,79.503,11.731,20.497,11.731,3250.05,0.0,,,12605.96,22174.4,553.871,,83.661,15856.01,1860.0,1390.05,,Spain,6.20609595897526,,,,2634.64912802979,161371.49,845904832454.297,3.70258028536841,21117.3232597436,3.26885208622718,,,80.2046071600192,0.41911951720212,20431856,51.0064596516183,40057389,,,76.019,0.525729510167747
170,1997,EST,Estonia,0.169,99.831,99.831,0.169,0.169,0.0,1.0,1.0,,,592.0,593.0,420.663,,93.681,593.0,0.0,0.0,,Estonia,11.9825513474118,,,,4010.91576845166,22289.93,12165173094.8168,13.0500147441833,8692.29643761449,14.3472100174539,6.33788013458252,17.705020904541,33.0156876621845,-1.14091924023266,750517,53.6261472478112,1399535,,,69.923,-1.40940009923868
171,1997,FIN,Finland,7.479,61.974,61.974,33.176,38.026,25.697,886.0,174.25,,,1444.0,2300.0,446.451,,88.462,2330.0,598.75,,920.0,Finland,11.7941529251425,,,,6276.95169202902,222745.47,168424056796.875,6.33379565418399,32768.3781282619,6.01805275790927,,,16.8746019238977,0.297377330426395,2634354,51.2536735161324,5139835,,,81.466,0.596105746824143
172,1997,FRA,France,9.725,54.018,45.786,19.995,45.982,10.271,13646.0,2886.0,,29677.0,13588.0,29677.0,496.306,,95.021,29677.0,3048.0,10155.0,23742.0,France,5.98800887339966,,,,4049.23318315811,150324.0,1838123429815.53,2.33629652937944,30653.3528508069,1.97492975038789,,,109.511622343243,0.353741850016385,30845871,51.4399279279861,59964841,,,75.25,0.577247105426537
173,1997,GBR,United Kingdom,,86.92,86.071,7.261,13.08,7.261,4080.0,,,,26848.0,31042.0,532.386,114.546,91.424,31193.0,2265.0,1730.0,27825.0,United Kingdom,8.98863819259147,,,,3760.71236505254,29012.0,2097615053794.97,4.9090257402803,35969.2149523957,4.63917670980547,,,241.048873641136,0.257553323280351,29946989,51.3521149660111,58316954,0.2,,78.472,0.332766255006134
174,1997,GRC,Greece,0.821,90.779,90.779,9.221,9.221,8.401,359.6,32.0,,,3540.0,3900.0,357.593,130.0,87.7,3899.6,327.6,0.0,,Greece,7.85648299136153,,,,2282.13703465979,35097.26,181023380066.767,4.48419879076415,16979.5499824896,3.97008159462769,,,82.709534522886,0.493267144825827,5360803,50.2830212553391,10661259,,,72.358,0.657865750514503
175,1997,HUN,Hungary,0.428,90.536,90.536,1.858,9.464,1.43,410.59,18.56,,,3928.0,5016.0,486.59,91.2,110.193,4338.59,62.03,330.0,2853.0,Hungary,5.53812521585472,,,,2527.30162598734,18889.89,81865754969.4361,3.14312820594702,7955.47994229195,3.35112870237934,,,114.593385300668,-0.201458936335808,5383549,52.3157878092394,10290486,,,64.956,-0.396785894629779
176,1997,IRL,Ireland,,91.448,91.448,8.552,8.552,8.552,150.0,,,,1604.0,2000.0,547.78,,87.769,1754.0,150.0,0.0,1433.3,Ireland,9.78996350469262,,,,3255.49845121525,5797.44,120443845316.121,11.0148683108509,32781.2301920954,9.90715827581326,,,53.3338800987081,1.00281473521859,1849931,50.3496210452971,3674171,,,58.419,1.42478720296436
177,1997,ISL,Iceland,1.695,89.831,76.271,8.475,10.169,6.78,12.0,2.0,,,90.0,120.0,440.028,,92.308,118.0,8.0,15.0,,Iceland,7.92983387920097,,,,8584.10049865746,260.02,10113798777.0209,5.77152545264481,37302.6717160195,4.90858759930157,,,2.7045187032419,0.819197091458816,135285,49.8971431085883,271128,,,91.96,0.996408787137823
178,1997,ITA,Italy,2.369,85.49,83.435,9.718,14.51,7.349,3700.0,604.0,,,21275.0,26605.0,467.545,133.025,91.871,25499.0,1874.0,1746.0,,Italy,7.30387208577226,,,,2834.4029460732,81354.0,1715459486928.71,1.83021223388438,30153.7751753268,1.77635122351289,,,193.432294039645,0.05290695026061,29318010,51.5342210224082,56890372,,,67.042,0.142443745434026
179,1997,JPN,Japan,,13.216,8.164,11.038,86.784,11.038,46072.0,,,,4334.0,53098.0,418.448,105.654,96.836,53088.0,5860.0,39434.0,,Japan,9.30237908247856,,,,4041.16767018095,248982.0,3942583070731.74,0.981228732132223,31276.1930771932,0.740905952598837,,,345.835390946502,0.238271217591483,64068675,50.8251626206053,126057000,,,78.272,0.400657297954832
180,1997,KOR,Korea,,63.846,63.846,29.036,29.036,29.036,5076.06,,,,11161.34,17481.7,378.424,57.044,103.137,17481.68,5076.06,1244.29,,"Korea, Rep.",9.39295697963031,,,,3726.15776616316,64985.0,692601162968.022,6.17055242658977,15071.7563891218,5.17962976582618,,,476.400373211694,0.937713808920155,22891781,49.8150101818216,45953580,,,78.905,1.24615224219257
181,1997,LTU,Lithuania,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,1510.0,1510.0,1510.0,421.798,,118.346,1510.0,0.0,0.0,1057.0,Lithuania,3.89355708606411,,,,2490.34764262181,19975.0,20402932401.8633,8.31092156187248,5706.89526075875,9.11302787535699,5.45043992996216,16.7170104980469,57.0379227823867,-0.737830358066631,1894830,53.0002002843087,3575137,,,67.166,-0.825599753906236
182,1997,LUX,Luxembourg,8.788,23.808,23.808,26.877,76.192,18.089,192.91,22.25,,120.65,60.28,253.19,602.862,113.233,88.758,253.19,45.8,124.86,207.14,Luxembourg,19.644772916915,,,,7409.85099535105,,32714188401.9113,5.41983329431434,77993.0585335828,4.10664071125848,,,,1.25350248369427,213238,50.8375418770938,419450,0.0,,82.779,1.19804590718219
183,1997,LVA,Latvia,0.0,100.0,100.0,0.0,,0.0,,0.0,,621.0,506.3,621.09,253.164,,96.743,506.3,0.0,0.0,,Latvia,3.50617444307111,,,,1821.35198579773,32206.0,13791939785.5383,8.83691071786454,5669.04417308675,9.92718067319886,5.51279020309448,,39.0963890272711,-0.996762288757542,1314371,54.0259486163591,2432851,,,68.6,-1.06961496468072
184,1997,MEX,Mexico,,97.644,35.084,2.356,2.356,2.356,689.8,,,,10269.99,29272.4,309.397,,95.247,29272.37,689.8,,23418.0,Mexico,3.61987476129628,,,,1498.00188155695,690444.4,772869394254.07,6.84685227862427,8168.91618207968,5.19355799808589,,,48.6694657784408,1.5594459407437,48128321,50.8696842126447,94611008,,,73.929,1.91039711406082
185,1997,NLD,Netherlands,27.523,53.391,12.851,46.609,46.609,19.086,3917.0,2313.0,26.0,7211.0,1080.0,8986.0,573.984,120.942,94.302,8404.0,1604.0,3406.0,7697.0,Netherlands,10.6536242885466,,,,4835.74194540266,3552.49,562483569063.842,4.3290534045255,36032.0402458477,3.79338177724031,,,462.40077014218,0.514767002117464,7878475,50.4685898524236,15610650,,,74.453,1.61273225850827
186,1997,NOR,Norway,4.547,61.846,61.846,24.675,38.154,20.128,1038.02,123.7,,,1682.6,2720.7,628.067,136.035,98.755,2720.62,547.6,366.72,1259.3,Norway,8.29482354431408,,,,5475.18873901657,121187.0,280308690709.931,5.28459298480296,63631.9410885765,4.71526383501532,7.30343008041382,16.0532493591309,12.060860684912,0.54221993602931,2225227,50.5141319549548,4405157,,,74.476,1.09966491110928
187,1997,POL,Poland,3.029,96.971,96.971,3.029,3.029,0.0,369.0,369.0,,,11814.0,12183.0,316.073,109.777,99.648,12183.0,0.0,0.0,8169.0,Poland,8.91676666754636,,,,2643.12353588621,90059.0,245803156917.363,6.44906315449649,6359.77540080205,6.37940932553195,,,126.186489927846,0.0654553694247315,19863172,51.3928765247372,38649660,,,61.583,0.138552902392538
188,1997,PRT,Portugal,8.279,89.879,89.879,9.95,10.121,1.671,406.16,332.27,,,3607.05,4013.21,394.436,133.774,85.305,4013.21,67.05,6.84,,Portugal,5.03809633754236,,,,2083.48767634945,33164.0,171061297929.066,4.40086775381248,16921.7219436809,3.93579795726534,,,110.48062295082,0.446460604971181,5238305,51.8183481867135,10108977,,,52.428,1.7094550472021
189,1997,SVK,Slovak Republic,2.673,84.291,83.08,5.064,15.709,2.392,227.99,38.79,,,1205.75,1477.11,273.985,,107.921,1451.31,34.71,162.16,992.28,Slovak Republic,7.85207413086159,,,,3361.88402224587,19017.31,45673021586.1887,5.92583815101784,8484.2193346391,5.73044771553153,4.1223201751709,8.46267986297607,111.918731808732,0.184629991205462,2766186,51.3846633830452,5383291,,,56.416,0.0783306714166616
190,1997,SVN,Slovenia,1.531,,93.316,1.531,,,,16.0,,,975.0,1170.0,588.691,,114.706,1044.84,,0.0,,Slovenia,7.9206185836947,,,,3310.40063324666,12195.0,28640614043.0074,5.04979345664498,14421.5753234248,5.19113246320715,,,98.6075471698113,-0.134454343022371,1019342,51.327500418877,1985956,,,50.675,-0.0831345650763066
191,1997,SWE,Sweden,7.477,31.267,31.267,32.572,68.733,25.095,2528.0,275.0,,,1150.0,3678.0,414.709,114.938,97.482,3678.0,923.0,1330.0,,Sweden,6.48650212942211,,,,5672.00817719794,281330.0,320206516443.849,3.07052659296374,36197.6342064807,3.01152303333838,,,21.7166703859211,0.0572622034229794,4474294,50.5795053409926,8846062,,,83.942,0.0906200624165751
192,1997,TUR,Türkiye,0.746,99.254,95.079,0.746,0.746,,180.36,180.36,,,22981.53,31943.77,529.111,,104.333,24170.89,,0.0,,Turkiye,3.20393842428874,,,,1166.22742470252,200388.89,390657829906.207,7.57766364407608,6470.78339443597,5.88612191639852,,,78.4436300560009,1.5848844155946,30622457,50.7224663332625,60372571,,,63.179,2.42092657981064
193,1997,USA,United States,5.41,56.661,56.661,26.889,43.339,21.479,87716.0,10950.0,,,114677.0,202393.0,744.876,107.121,91.641,202393.0,43472.0,33294.0,121436.0,United States,20.3308552503695,,,,7828.58109639584,3032102.0,12069954414000.0,4.44717494524525,44267.9058817489,3.1972120547039,,,29.7694279699879,1.20396029701272,138548214,50.8141048969225,272657000,0.7,,78.008,1.68197526681483
194,1998,AUT,Austria,37.297,31.715,31.715,58.405,68.285,21.108,3193.0,1744.0,,,1483.0,4240.0,527.294,132.335,91.261,4676.0,987.0,440.0,2913.0,Austria,8.10727223698659,,,,3606.61037918892,38256.46,290692443914.523,3.58142581460447,36442.2882333384,3.46782994124915,6.10374021530151,11.2919502258301,96.6649175957344,0.109728368100981,4111725,51.5461157206505,7976789,,,60.768,-0.345078397907957
195,1998,BEL,Belgium,18.446,38.094,22.315,41.821,61.906,23.375,2852.068,849.828,,,1028.089,4603.141,449.644,133.968,95.293,4607.078,1076.885,1652.276,3832.0,Belgium,11.7034113861324,,,,5603.16026411035,7558.4,340541460104.062,1.96180827198427,33376.5748398965,1.7443238954726,,,,0.213527650670943,5208451,51.0481867383366,10203008,,,96.996,0.287787745843932
196,1998,CAN,Canada,2.846,75.955,72.157,24.045,24.045,21.199,5729.18,678.12,,,17193.02,,313.067,,,23827.1,5051.06,904.9,9398.933,Canada,16.0765119802165,,,,7948.39727830446,3478961.62,959857765527.965,2.79654247993439,31830.6171059926,1.94695463974652,5.49377012252808,12.6395797729492,3.36343430828311,0.829909353323744,15223145,50.4826980997118,30155173,0.5,,78.724,1.31887988464124
197,1998,CHE,Switzerland,11.513,10.758,10.758,43.694,89.242,32.181,3899.0,503.0,,,470.0,4369.0,616.066,106.545,92.348,4369.0,1406.0,1990.0,2578.0,Switzerland,6.22362781664869,,,,3557.99007623206,11876.44,502619811840.127,3.06533137545706,70691.9467156372,2.75954194373051,4.74490022659302,14.5520095825195,179.881622223347,0.297135765740057,3636992,51.1531880241547,7110001,,,73.492,0.22368290088907
198,1998,CHN,China (People's Republic of),,,,,,,,,,,,113018.0,,167.018,95.624,,,,,China,2.60583685941696,,,,869.358607334522,1730285.58,2371622617326.37,7.84595178761953,1909.61895536109,6.8160645646963,1.84432995319366,14.5514097213745,131.774346372461,0.959550406298151,604764109,48.6953108655126,1241935000,,,33.867,3.90807856569896
199,1998,CYP,Cyprus,,,,,,,12.17,0.0,,,,418.17,,,,418.17,12.17,0.0,,Cyprus,7.27404782603911,,,,2174.7620252886,1695.1,13961622296.4082,6.11084674642566,20560.85546875,4.81774889848235,,,98.3452380952381,1.94683630885715,450931,49.623202121689,908710,,,68.405,2.12537692200955
200,1998,CZE,Czech Republic,0.0,93.56,93.427,0.567,6.44,0.567,193.0,0.0,,,2800.0,3017.0,292.253,,87.857,2997.0,17.0,180.3,,Czechia,11.5519420172554,,,,4057.40582743602,26357.16,119750353168.352,-0.356566596194511,11632.6028956161,-0.26211493574327,3.58012008666992,8.54813003540039,133.225999741167,-0.0947447516571582,5288255,51.3703444382405,10294373,,,74.251,-0.27102018967732
201,1998,DEU,Germany,14.399,54.335,34.796,45.55,45.665,31.151,24229.08,7640.0,,49884.0,18462.0,53058.0,651.797,106.42,100.47,53058.0,16528.0,10428.0,35871.0,Germany,10.5457596691758,,,,4177.29412931179,113432.0,2704199536146.72,2.01393278519326,32959.0735691418,1.99848532107309,4.46187019348145,9.2675199508667,235.078777720474,0.0151436508552808,42158403,51.3831137064286,82047195,0.0,,74.551,0.295882538084872
202,1998,DNK,Denmark,13.372,11.366,11.366,35.976,88.634,22.604,2784.0,420.0,,,357.0,3141.0,592.599,,88.579,3141.0,710.0,1654.0,2796.0,Denmark,11.257076678018,,,,3772.11027674385,5635.68,246179618941.138,2.21815874223761,46412.038971456,1.8476139445406,8.10674953460693,14.6343698501587,132.605475,0.363162523600756,2681113,50.5468098513691,5304219,,,85.06,0.394925758315833
203,1998,ESP,Spain,0.0,77.875,77.875,12.799,22.125,12.799,3573.15,0.0,,,12576.55,22423.0,557.764,,84.599,16149.7,2067.0,1506.15,,Spain,6.36990671301203,,,,2756.21890670951,164560.76,883065747700.0,4.39303735124493,21953.970940228,3.96190213216721,4.28785991668701,10.4718904495239,80.5372196860484,0.413847481113965,20506573,50.9815626313615,40223509,,,76.1,0.520340425805055
204,1998,EST,Estonia,0.205,99.795,99.795,0.205,0.205,0.0,1.14,1.14,,,556.02,557.0,396.061,,87.994,557.16,0.0,0.0,,Estonia,11.7158530497289,,,,3695.1706734307,22322.92,12693120380.1531,4.33982551026151,9157.06484706853,5.346900129209,6.23536014556885,16.0297508239746,32.7000707714083,-0.960559004588775,741824,53.5166210402816,1386156,,,69.733,-1.23268774368086
205,1998,FIN,Finland,7.381,61.454,61.454,32.741,38.546,25.361,949.62,181.83,,,1514.0,2400.0,464.734,,92.308,2463.62,624.79,,,Finland,11.1128402494772,,,,6319.32660107756,223315.78,177615261582.812,5.45718050065875,34464.9908824671,5.17759148031172,,,16.9194589448111,0.265472962436301,2640157,51.2303852883563,5153498,,,81.707,0.560873974652233
206,1998,FRA,France,10.194,51.87,45.276,21.764,48.13,11.57,14655.0,3104.0,,30449.0,13786.0,30449.0,507.106,,97.493,30449.0,3523.0,10036.0,24359.0,France,6.33217362281413,,,,4151.62747047151,151176.0,1904087419529.25,3.58865942535427,31636.5672206853,3.20752635009862,5.68792009353638,10.7472295761108,109.916035692501,0.368607869018344,30969956,51.4568337737959,60186284,,,75.417,0.590288989595306
207,1998,GBR,United Kingdom,,84.135,83.604,8.682,15.865,8.682,5049.0,,,,26607.0,31697.0,541.737,116.963,93.353,31825.0,2763.0,2174.0,28256.0,United Kingdom,8.9934298549488,,,,3787.10845175352,29188.0,2163773274107.94,3.15397337529933,36995.7094347959,2.85381397330664,4.21070003509521,12.0998401641846,241.752329186128,0.291406085432392,30022752,51.3322276072872,58487141,0.2,,78.532,0.367838511025178
208,1998,GRC,Greece,0.784,91.1,91.1,8.9,8.9,8.116,363.3,32.0,,,3718.7,4082.0,372.102,136.067,91.792,4082.0,331.3,0.0,,Greece,8.12741260699469,,,,2389.79315254528,35398.939,188074069313.108,3.89490531208759,17543.3898999673,3.32070000712108,2.89256000518799,6.4066801071167,83.1691931730023,0.554211902922578,5390110,50.2784882682698,10720509,,,72.478,0.719920109067996
209,1998,HUN,Hungary,0.421,90.029,90.029,1.828,9.971,1.407,435.94,18.41,,,3936.0,4976.0,484.065,90.473,109.315,4371.94,61.53,356.0,2794.0,Hungary,5.58609155735557,,,,2502.20404672641,18997.16,85058519864.3194,3.90000055099391,8284.99877411048,4.14203585715534,4.40864992141724,8.69979953765869,114.32706013363,-0.232679336866497,5375003,52.3544181150841,10266570,,,64.829,-0.428381368360846
210,1998,IRL,Ireland,0.31,91.365,91.365,8.635,8.635,8.325,167.0,6.0,,,1767.0,2056.7,557.701,,90.258,1934.0,161.0,0.0,1220.9,Ireland,10.3482752156384,,,,3417.56852702187,5966.16,130991351944.946,8.7571985111741,35282.0031440618,7.62867329051424,4.28753995895386,12.5454902648926,53.8931049499202,1.04307683611147,1869087,50.3431158941825,3712696,,,58.664,1.46158280155595
211,1998,ISL,Iceland,1.639,86.066,75.41,10.656,13.934,9.016,17.0,2.0,,,92.0,123.0,446.802,,94.615,122.0,11.0,15.0,,Iceland,7.84536958988787,,,,9036.65429652578,272.78,10858456575.5095,7.36279033136813,39622.6069816837,6.2192201226913,6.78387022018433,16.5980892181396,2.73363591022444,1.07085904319717,136821,49.9262606522481,274047,,,92.121,1.24597055347544
