"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRT","Portugal","INCINERATION_WITH","Incineration with energy recovery","2007","2007","TONNE","Tonnes","3","Thousands",,,947.9,"B","Break"
"PRT","Portugal","INCINERATION_WITH","Incineration with energy recovery","2008","2008","TONNE","Tonnes","3","Thousands",,,992.95,,
"PRT","Portugal","INCINERATION_WITH","Incineration with energy recovery","2009","2009","TONNE","Tonnes","3","Thousands",,,1082.83,,
"PRT","Portugal","INCINERATION_WITH","Incineration with energy recovery","2010","2010","TONNE","Tonnes","3","Thousands",,,1058.38,,
"PRT","Portugal","INCINERATION_WITH","Incineration with energy recovery","2011","2011","TONNE","Tonnes","3","Thousands",,,1088.27,,
"PRT","Portugal","INCINERATION_WITH","Incineration with energy recovery","2012","2012","TONNE","Tonnes","3","Thousands",,,929.81,,
"PRT","Portugal","INCINERATION_WITH","Incineration with energy recovery","2013","2013","TONNE","Tonnes","3","Thousands",,,1090.62,,
"PRT","Portugal","INCINERATION_WITH","Incineration with energy recovery","2014","2014","TONNE","Tonnes","3","Thousands",,,973.65,,
"PRT","Portugal","INCINERATION_WITH","Incineration with energy recovery","2015","2015","TONNE","Tonnes","3","Thousands",,,941.312,,
"PRT","Portugal","INCINERATION_WITH","Incineration with energy recovery","2016","2016","TONNE","Tonnes","3","Thousands",,,949.692,,
"PRT","Portugal","INCINERATION_WITH","Incineration with energy recovery","2017","2017","TONNE","Tonnes","3","Thousands",,,989.436,,
"PRT","Portugal","INCINERATION_WITH","Incineration with energy recovery","2018","2018","TONNE","Tonnes","3","Thousands",,,946.132,,
"PRT","Portugal","INCINERATION_WITH","Incineration with energy recovery","2019","2019","TONNE","Tonnes","3","Thousands",,,996.124,,
"PRT","Portugal","INCINERATION_WITH","Incineration with energy recovery","2020","2020","TONNE","Tonnes","3","Thousands",,,962.401,,
"PRT","Portugal","DISPOSAL","Disposal operations","1993","1993","TONNE","Tonnes","3","Thousands",,,3115,,
"PRT","Portugal","DISPOSAL","Disposal operations","1994","1994","TONNE","Tonnes","3","Thousands",,,3610,,
"PRT","Portugal","DISPOSAL","Disposal operations","1995","1995","TONNE","Tonnes","3","Thousands",,,3182.57,,
"PRT","Portugal","DISPOSAL","Disposal operations","1996","1996","TONNE","Tonnes","3","Thousands",,,3370.5,,
"PRT","Portugal","DISPOSAL","Disposal operations","1997","1997","TONNE","Tonnes","3","Thousands",,,3607.05,,
"PRT","Portugal","DISPOSAL","Disposal operations","1998","1998","TONNE","Tonnes","3","Thousands",,,3761.26,,
"PRT","Portugal","DISPOSAL","Disposal operations","1999","1999","TONNE","Tonnes","3","Thousands",,,3951.49,,
"PRT","Portugal","DISPOSAL","Disposal operations","2000","2000","TONNE","Tonnes","3","Thousands",,,3223.51,,
"PRT","Portugal","DISPOSAL","Disposal operations","2001","2001","TONNE","Tonnes","3","Thousands",,,3176.38,,
"PRT","Portugal","DISPOSAL","Disposal operations","2002","2002","TONNE","Tonnes","3","Thousands",,,3290.13,"B","Break"
"PRT","Portugal","DISPOSAL","Disposal operations","2003","2003","TONNE","Tonnes","3","Thousands",,,3177.61,,
"PRT","Portugal","DISPOSAL","Disposal operations","2004","2004","TONNE","Tonnes","3","Thousands",,,3044.04,,
"PRT","Portugal","DISPOSAL","Disposal operations","2005","2005","TONNE","Tonnes","3","Thousands",,,2969.27,,
"PRT","Portugal","DISPOSAL","Disposal operations","2006","2006","TONNE","Tonnes","3","Thousands",,,3142.77,,
"PRT","Portugal","DISPOSAL","Disposal operations","2007","2007","TONNE","Tonnes","3","Thousands",,,3170.43,"B","Break"
"PRT","Portugal","DISPOSAL","Disposal operations","2008","2008","TONNE","Tonnes","3","Thousands",,,3530.22,,
"PRT","Portugal","DISPOSAL","Disposal operations","2009","2009","TONNE","Tonnes","3","Thousands",,,3341.71,,
"PRT","Portugal","DISPOSAL","Disposal operations","2010","2010","TONNE","Tonnes","3","Thousands",,,3380.82,,
"PRT","Portugal","DISPOSAL","Disposal operations","2011","2011","TONNE","Tonnes","3","Thousands",,,3048.13,,
"PRT","Portugal","DISPOSAL","Disposal operations","2012","2012","TONNE","Tonnes","3","Thousands",,,2592.8,,
"PRT","Portugal","DISPOSAL","Disposal operations","2013","2013","TONNE","Tonnes","3","Thousands",,,2320.19,,
"PRT","Portugal","DISPOSAL","Disposal operations","2014","2014","TONNE","Tonnes","3","Thousands",,,2307.17,,
"PRT","Portugal","DISPOSAL","Disposal operations","2015","2015","TONNE","Tonnes","3","Thousands",,,2221.191,,
"PRT","Portugal","DISPOSAL","Disposal operations","2016","2016","TONNE","Tonnes","3","Thousands",,,2144.4,,
"PRT","Portugal","DISPOSAL","Disposal operations","2017","2017","TONNE","Tonnes","3","Thousands",,,2335.276,,
"PRT","Portugal","DISPOSAL","Disposal operations","2018","2018","TONNE","Tonnes","3","Thousands",,,2518.233,,
"PRT","Portugal","DISPOSAL","Disposal operations","2019","2019","TONNE","Tonnes","3","Thousands",,,2505.484,,
"PRT","Portugal","DISPOSAL","Disposal operations","2020","2020","TONNE","Tonnes","3","Thousands",,,2710.614,,
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","1993","1993","TONNE","Tonnes","3","Thousands",,,5,,
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","1995","1995","TONNE","Tonnes","3","Thousands",,,0,,
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","1996","1996","TONNE","Tonnes","3","Thousands",,,0,,
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","1997","1997","TONNE","Tonnes","3","Thousands",,,0,,
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","1998","1998","TONNE","Tonnes","3","Thousands",,,0,,
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","1999","1999","TONNE","Tonnes","3","Thousands",,,0,,
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","2000","2000","TONNE","Tonnes","3","Thousands",,,0,,
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","2001","2001","TONNE","Tonnes","3","Thousands",,,0,,
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","2002","2002","TONNE","Tonnes","3","Thousands",,,0,"B","Break"
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","2003","2003","TONNE","Tonnes","3","Thousands",,,0,,
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","2004","2004","TONNE","Tonnes","3","Thousands",,,0,,
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","2005","2005","TONNE","Tonnes","3","Thousands",,,0,,
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","2006","2006","TONNE","Tonnes","3","Thousands",,,0,,
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","2007","2007","TONNE","Tonnes","3","Thousands",,,0,,
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","2008","2008","TONNE","Tonnes","3","Thousands",,,0,,
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","2009","2009","TONNE","Tonnes","3","Thousands",,,0,,
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","2010","2010","TONNE","Tonnes","3","Thousands",,,0,,
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","2011","2011","TONNE","Tonnes","3","Thousands",,,0,,
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","2012","2012","TONNE","Tonnes","3","Thousands",,,0,,
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","2013","2013","TONNE","Tonnes","3","Thousands",,,0,,
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","2014","2014","TONNE","Tonnes","3","Thousands",,,0,,
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","2015","2015","TONNE","Tonnes","3","Thousands",,,0,,
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","2016","2016","TONNE","Tonnes","3","Thousands",,,0,,
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","2017","2017","TONNE","Tonnes","3","Thousands",,,0,,
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","2018","2018","TONNE","Tonnes","3","Thousands",,,0,,
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","2019","2019","TONNE","Tonnes","3","Thousands",,,0,,
"PRT","Portugal","INCINERATION_WITHOUT","Incineration without energy recovery","2020","2020","TONNE","Tonnes","3","Thousands",,,0,,
"PRT","Portugal","LANDFILL","Landfill","1993","1993","TONNE","Tonnes","3","Thousands",,,3110,,
"PRT","Portugal","LANDFILL","Landfill","1994","1994","TONNE","Tonnes","3","Thousands",,,3610,,
"PRT","Portugal","LANDFILL","Landfill","1995","1995","TONNE","Tonnes","3","Thousands",,,3182.57,,
"PRT","Portugal","LANDFILL","Landfill","1996","1996","TONNE","Tonnes","3","Thousands",,,3370.5,,
"PRT","Portugal","LANDFILL","Landfill","1997","1997","TONNE","Tonnes","3","Thousands",,,3607.05,,
"PRT","Portugal","LANDFILL","Landfill","1998","1998","TONNE","Tonnes","3","Thousands",,,3761.26,,
"PRT","Portugal","LANDFILL","Landfill","1999","1999","TONNE","Tonnes","3","Thousands",,,3951.49,,
"PRT","Portugal","LANDFILL","Landfill","2000","2000","TONNE","Tonnes","3","Thousands",,,3223.51,,
"PRT","Portugal","LANDFILL","Landfill","2001","2001","TONNE","Tonnes","3","Thousands",,,3176.38,,
"PRT","Portugal","LANDFILL","Landfill","2002","2002","TONNE","Tonnes","3","Thousands",,,3290.13,,
"PRT","Portugal","LANDFILL","Landfill","2003","2003","TONNE","Tonnes","3","Thousands",,,3177.61,,
"PRT","Portugal","LANDFILL","Landfill","2004","2004","TONNE","Tonnes","3","Thousands",,,3044.04,,
"PRT","Portugal","LANDFILL","Landfill","2005","2005","TONNE","Tonnes","3","Thousands",,,2969.27,,
"PRT","Portugal","LANDFILL","Landfill","2006","2006","TONNE","Tonnes","3","Thousands",,,3142.77,,
"PRT","Portugal","LANDFILL","Landfill","2007","2007","TONNE","Tonnes","3","Thousands",,,3170.43,,
"PRT","Portugal","LANDFILL","Landfill","2008","2008","TONNE","Tonnes","3","Thousands",,,3530.22,,
"PRT","Portugal","LANDFILL","Landfill","2009","2009","TONNE","Tonnes","3","Thousands",,,3341.71,,
"PRT","Portugal","LANDFILL","Landfill","2010","2010","TONNE","Tonnes","3","Thousands",,,3380.82,,
"PRT","Portugal","LANDFILL","Landfill","2011","2011","TONNE","Tonnes","3","Thousands",,,3048.13,,
"PRT","Portugal","LANDFILL","Landfill","2012","2012","TONNE","Tonnes","3","Thousands",,,2592.8,,
"PRT","Portugal","LANDFILL","Landfill","2013","2013","TONNE","Tonnes","3","Thousands",,,2320.19,,
"PRT","Portugal","LANDFILL","Landfill","2014","2014","TONNE","Tonnes","3","Thousands",,,2307.17,,
"PRT","Portugal","LANDFILL","Landfill","2015","2015","TONNE","Tonnes","3","Thousands",,,2221.191,,
"PRT","Portugal","LANDFILL","Landfill","2016","2016","TONNE","Tonnes","3","Thousands",,,2144.4,,
"PRT","Portugal","LANDFILL","Landfill","2017","2017","TONNE","Tonnes","3","Thousands",,,2335.276,,
"PRT","Portugal","LANDFILL","Landfill","2018","2018","TONNE","Tonnes","3","Thousands",,,2518.233,,
"PRT","Portugal","LANDFILL","Landfill","2019","2019","TONNE","Tonnes","3","Thousands",,,2505.484,,
"PRT","Portugal","LANDFILL","Landfill","2020","2020","TONNE","Tonnes","3","Thousands",,,2710.614,,
"PRT","Portugal","INCINERATION","Total Incineration","1993","1993","TONNE","Tonnes","3","Thousands",,,5,,
"PRT","Portugal","INCINERATION","Total Incineration","1995","1995","TONNE","Tonnes","3","Thousands",,,4.17,,
"PRT","Portugal","INCINERATION","Total Incineration","1996","1996","TONNE","Tonnes","3","Thousands",,,5.61,,
"PRT","Portugal","INCINERATION","Total Incineration","1997","1997","TONNE","Tonnes","3","Thousands",,,6.84,,
"PRT","Portugal","INCINERATION","Total Incineration","1998","1998","TONNE","Tonnes","3","Thousands",,,4.17,,
"PRT","Portugal","INCINERATION","Total Incineration","1999","1999","TONNE","Tonnes","3","Thousands",,,3.09,,
"PRT","Portugal","INCINERATION","Total Incineration","2000","2000","TONNE","Tonnes","3","Thousands",,,985.08,,
"PRT","Portugal","INCINERATION","Total Incineration","2001","2001","TONNE","Tonnes","3","Thousands",,,973.13,,
"PRT","Portugal","INCINERATION","Total Incineration","2002","2002","TONNE","Tonnes","3","Thousands",,,943.93,"B","Break"
"PRT","Portugal","INCINERATION","Total Incineration","2003","2003","TONNE","Tonnes","3","Thousands",,,1002.01,,
"PRT","Portugal","INCINERATION","Total Incineration","2004","2004","TONNE","Tonnes","3","Thousands",,,993.46,,
"PRT","Portugal","INCINERATION","Total Incineration","2005","2005","TONNE","Tonnes","3","Thousands",,,1056.75,,
"PRT","Portugal","INCINERATION","Total Incineration","2006","2006","TONNE","Tonnes","3","Thousands",,,978.08,,
"PRT","Portugal","INCINERATION","Total Incineration","2007","2007","TONNE","Tonnes","3","Thousands",,,947.9,"B","Break"
"PRT","Portugal","INCINERATION","Total Incineration","2008","2008","TONNE","Tonnes","3","Thousands",,,992.95,,
"PRT","Portugal","INCINERATION","Total Incineration","2009","2009","TONNE","Tonnes","3","Thousands",,,1082.83,,
"PRT","Portugal","INCINERATION","Total Incineration","2010","2010","TONNE","Tonnes","3","Thousands",,,1058.38,,
"PRT","Portugal","INCINERATION","Total Incineration","2011","2011","TONNE","Tonnes","3","Thousands",,,1088.27,,
"PRT","Portugal","INCINERATION","Total Incineration","2012","2012","TONNE","Tonnes","3","Thousands",,,929.81,,
"PRT","Portugal","INCINERATION","Total Incineration","2013","2013","TONNE","Tonnes","3","Thousands",,,1090.62,,
"PRT","Portugal","INCINERATION","Total Incineration","2014","2014","TONNE","Tonnes","3","Thousands",,,973.65,,
"PRT","Portugal","INCINERATION","Total Incineration","2015","2015","TONNE","Tonnes","3","Thousands",,,941.312,,
"PRT","Portugal","INCINERATION","Total Incineration","2016","2016","TONNE","Tonnes","3","Thousands",,,949.692,,
"PRT","Portugal","INCINERATION","Total Incineration","2017","2017","TONNE","Tonnes","3","Thousands",,,988.226,,
"PRT","Portugal","INCINERATION","Total Incineration","2018","2018","TONNE","Tonnes","3","Thousands",,,936.4,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1993","1993","PC","Percentage","0","Units",,,12.574,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1994","1994","PC","Percentage","0","Units",,,5,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1995","1995","PC","Percentage","0","Units",,,9.698,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1996","1996","PC","Percentage","0","Units",,,9.741,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1997","1997","PC","Percentage","0","Units",,,9.95,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1998","1998","PC","Percentage","0","Units",,,10.3,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1999","1999","PC","Percentage","0","Units",,,10.669,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2000","2000","PC","Percentage","0","Units",,,10.543,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2001","2001","PC","Percentage","0","Units",,,11.884,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2002","2002","PC","Percentage","0","Units",,,7.559,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2003","2003","PC","Percentage","0","Units",,,10.935,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2004","2004","PC","Percentage","0","Units",,,13.455,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2005","2005","PC","Percentage","0","Units",,,15.156,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2006","2006","PC","Percentage","0","Units",,,15.868,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2007","2007","PC","Percentage","0","Units",,,17.091,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2008","2008","PC","Percentage","0","Units",,,17.337,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2009","2009","PC","Percentage","0","Units",,,19.499,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2010","2010","PC","Percentage","0","Units",,,18.653,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2011","2011","PC","Percentage","0","Units",,,20.113,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2012","2012","PC","Percentage","0","Units",,,26.088,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2013","2013","PC","Percentage","0","Units",,,25.819,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2014","2014","PC","Percentage","0","Units",,,30.35,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2015","2015","PC","Percentage","0","Units",,,31.036,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2016","2016","PC","Percentage","0","Units",,,32.836,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2017","2017","PC","Percentage","0","Units",,,30.488,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2018","2018","PC","Percentage","0","Units",,,30.487,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2019","2019","PC","Percentage","0","Units",,,30.349,,
"PRT","Portugal","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2020","2020","PC","Percentage","0","Units",,,27.566,,
"PRT","Portugal","RECYCLING_SHARE","% Recycling","1995","1995","PC","Percentage","0","Units",,,1.134,,
"PRT","Portugal","RECYCLING_SHARE","% Recycling","1996","1996","PC","Percentage","0","Units",,,1.431,,
"PRT","Portugal","RECYCLING_SHARE","% Recycling","1997","1997","PC","Percentage","0","Units",,,1.671,,
"PRT","Portugal","RECYCLING_SHARE","% Recycling","1998","1998","PC","Percentage","0","Units",,,1.948,,
"PRT","Portugal","RECYCLING_SHARE","% Recycling","1999","1999","PC","Percentage","0","Units",,,2.455,,
"PRT","Portugal","RECYCLING_SHARE","% Recycling","2000","2000","PC","Percentage","0","Units",,,3.343,,
"PRT","Portugal","RECYCLING_SHARE","% Recycling","2001","2001","PC","Percentage","0","Units",,,4.025,,
"PRT","Portugal","RECYCLING_SHARE","% Recycling","2002","2002","PC","Percentage","0","Units",,,4.628,,
"PRT","Portugal","RECYCLING_SHARE","% Recycling","2003","2003","PC","Percentage","0","Units",,,4.836,,
"PRT","Portugal","RECYCLING_SHARE","% Recycling","2004","2004","PC","Percentage","0","Units",,,6.85,,
"PRT","Portugal","RECYCLING_SHARE","% Recycling","2005","2005","PC","Percentage","0","Units",,,8.551,,
"PRT","Portugal","RECYCLING_SHARE","% Recycling","2006","2006","PC","Percentage","0","Units",,,9.705,,
"PRT","Portugal","RECYCLING_SHARE","% Recycling","2007","2007","PC","Percentage","0","Units",,,10.628,,
"PRT","Portugal","RECYCLING_SHARE","% Recycling","2008","2008","PC","Percentage","0","Units",,,10.356,,
"PRT","Portugal","RECYCLING_SHARE","% Recycling","2009","2009","PC","Percentage","0","Units",,,11.794,,
"PRT","Portugal","RECYCLING_SHARE","% Recycling","2010","2010","PC","Percentage","0","Units",,,11.349,,
"PRT","Portugal","RECYCLING_SHARE","% Recycling","2011","2011","PC","Percentage","0","Units",,,11.487,,
"PRT","Portugal","RECYCLING_SHARE","% Recycling","2012","2012","PC","Percentage","0","Units",,,11.529,,
"PRT","Portugal","RECYCLING_SHARE","% Recycling","2013","2013","PC","Percentage","0","Units",,,12.921,,
"PRT","Portugal","RECYCLING_SHARE","% Recycling","2014","2014","PC","Percentage","0","Units",,,16.233,,
"PRT","Portugal","RECYCLING_SHARE","% Recycling","2015","2015","PC","Percentage","0","Units",,,14.78,,
"PRT","Portugal","RECYCLING_SHARE","% Recycling","2016","2016","PC","Percentage","0","Units",,,15.174,,
"PRT","Portugal","RECYCLING_SHARE","% Recycling","2017","2017","PC","Percentage","0","Units",,,12.631,,
"PRT","Portugal","RECYCLING_SHARE","% Recycling","2018","2018","PC","Percentage","0","Units",,,12.811,,
"PRT","Portugal","RECYCLING_SHARE","% Recycling","2019","2019","PC","Percentage","0","Units",,,12.782,,
"PRT","Portugal","RECYCLING_SHARE","% Recycling","2020","2020","PC","Percentage","0","Units",,,13.276,,
"PRT","Portugal","COMPST_SHARE","% Composting","1993","1993","PC","Percentage","0","Units",,,12.574,,
"PRT","Portugal","COMPST_SHARE","% Composting","1994","1994","PC","Percentage","0","Units",,,5,,
"PRT","Portugal","COMPST_SHARE","% Composting","1995","1995","PC","Percentage","0","Units",,,8.564,,
"PRT","Portugal","COMPST_SHARE","% Composting","1996","1996","PC","Percentage","0","Units",,,8.31,,
"PRT","Portugal","COMPST_SHARE","% Composting","1997","1997","PC","Percentage","0","Units",,,8.279,,
"PRT","Portugal","COMPST_SHARE","% Composting","1998","1998","PC","Percentage","0","Units",,,8.351,,
"PRT","Portugal","COMPST_SHARE","% Composting","1999","1999","PC","Percentage","0","Units",,,8.214,,
"PRT","Portugal","COMPST_SHARE","% Composting","2000","2000","PC","Percentage","0","Units",,,7.199,,
"PRT","Portugal","COMPST_SHARE","% Composting","2001","2001","PC","Percentage","0","Units",,,7.859,,
"PRT","Portugal","COMPST_SHARE","% Composting","2002","2002","PC","Percentage","0","Units",,,2.932,,
"PRT","Portugal","COMPST_SHARE","% Composting","2003","2003","PC","Percentage","0","Units",,,6.099,,
"PRT","Portugal","COMPST_SHARE","% Composting","2004","2004","PC","Percentage","0","Units",,,6.605,,
"PRT","Portugal","COMPST_SHARE","% Composting","2005","2005","PC","Percentage","0","Units",,,6.604,,
"PRT","Portugal","COMPST_SHARE","% Composting","2006","2006","PC","Percentage","0","Units",,,6.163,,
"PRT","Portugal","COMPST_SHARE","% Composting","2007","2007","PC","Percentage","0","Units",,,6.463,,
"PRT","Portugal","COMPST_SHARE","% Composting","2008","2008","PC","Percentage","0","Units",,,6.982,,
"PRT","Portugal","COMPST_SHARE","% Composting","2009","2009","PC","Percentage","0","Units",,,7.705,,
"PRT","Portugal","COMPST_SHARE","% Composting","2010","2010","PC","Percentage","0","Units",,,7.304,,
"PRT","Portugal","COMPST_SHARE","% Composting","2011","2011","PC","Percentage","0","Units",,,8.625,,
"PRT","Portugal","COMPST_SHARE","% Composting","2012","2012","PC","Percentage","0","Units",,,14.558,,
"PRT","Portugal","COMPST_SHARE","% Composting","2013","2013","PC","Percentage","0","Units",,,12.897,,
"PRT","Portugal","COMPST_SHARE","% Composting","2014","2014","PC","Percentage","0","Units",,,14.117,,
"PRT","Portugal","COMPST_SHARE","% Composting","2015","2015","PC","Percentage","0","Units",,,16.257,,
"PRT","Portugal","COMPST_SHARE","% Composting","2016","2016","PC","Percentage","0","Units",,,17.661,,
"PRT","Portugal","COMPST_SHARE","% Composting","2017","2017","PC","Percentage","0","Units",,,17.857,,
"PRT","Portugal","COMPST_SHARE","% Composting","2018","2018","PC","Percentage","0","Units",,,17.676,,
"PRT","Portugal","COMPST_SHARE","% Composting","2019","2019","PC","Percentage","0","Units",,,17.568,,
"PRT","Portugal","COMPST_SHARE","% Composting","2020","2020","PC","Percentage","0","Units",,,14.289,,
"PRT","Portugal","INC_WITH_SHARE","% Incineration with energy recovery","1995","1995","PC","Percentage","0","Units",,,0.118,,
"PRT","Portugal","INC_WITH_SHARE","% Incineration with energy recovery","1996","1996","PC","Percentage","0","Units",,,0.15,,
"PRT","Portugal","INC_WITH_SHARE","% Incineration with energy recovery","1997","1997","PC","Percentage","0","Units",,,0.17,,
"PRT","Portugal","INC_WITH_SHARE","% Incineration with energy recovery","1998","1998","PC","Percentage","0","Units",,,0.099,,
"PRT","Portugal","INC_WITH_SHARE","% Incineration with energy recovery","1999","1999","PC","Percentage","0","Units",,,0.07,,
"PRT","Portugal","INC_WITH_SHARE","% Incineration with energy recovery","2000","2000","PC","Percentage","0","Units",,,20.939,,
"PRT","Portugal","INC_WITH_SHARE","% Incineration with energy recovery","2001","2001","PC","Percentage","0","Units",,,20.665,,
"PRT","Portugal","INC_WITH_SHARE","% Incineration with energy recovery","2002","2002","PC","Percentage","0","Units",,,20.542,,
"PRT","Portugal","INC_WITH_SHARE","% Incineration with energy recovery","2003","2003","PC","Percentage","0","Units",,,21.352,,
"PRT","Portugal","INC_WITH_SHARE","% Incineration with energy recovery","2004","2004","PC","Percentage","0","Units",,,21.295,,
"PRT","Portugal","INC_WITH_SHARE","% Incineration with energy recovery","2005","2005","PC","Percentage","0","Units",,,22.27,,
"PRT","Portugal","INC_WITH_SHARE","% Incineration with energy recovery","2006","2006","PC","Percentage","0","Units",,,19.969,,
"PRT","Portugal","INC_WITH_SHARE","% Incineration with energy recovery","2007","2007","PC","Percentage","0","Units",,,19.083,,
"PRT","Portugal","INC_WITH_SHARE","% Incineration with energy recovery","2008","2008","PC","Percentage","0","Units",,,18.147,,
"PRT","Portugal","INC_WITH_SHARE","% Incineration with energy recovery","2009","2009","PC","Percentage","0","Units",,,19.701,,
"PRT","Portugal","INC_WITH_SHARE","% Incineration with energy recovery","2010","2010","PC","Percentage","0","Units",,,19.394,,
"PRT","Portugal","INC_WITH_SHARE","% Incineration with energy recovery","2011","2011","PC","Percentage","0","Units",,,21.018,,
"PRT","Portugal","INC_WITH_SHARE","% Incineration with energy recovery","2012","2012","PC","Percentage","0","Units",,,19.51,,
"PRT","Portugal","INC_WITH_SHARE","% Incineration with energy recovery","2013","2013","PC","Percentage","0","Units",,,23.72,,
"PRT","Portugal","INC_WITH_SHARE","% Incineration with energy recovery","2014","2014","PC","Percentage","0","Units",,,20.67,,
"PRT","Portugal","INC_WITH_SHARE","% Incineration with energy recovery","2015","2015","PC","Percentage","0","Units",,,20.527,,
"PRT","Portugal","INC_WITH_SHARE","% Incineration with energy recovery","2016","2016","PC","Percentage","0","Units",,,20.615,,
"PRT","Portugal","INC_WITH_SHARE","% Incineration with energy recovery","2017","2017","PC","Percentage","0","Units",,,20.687,,
"PRT","Portugal","INC_WITH_SHARE","% Incineration with energy recovery","2018","2018","PC","Percentage","0","Units",,,18.984,,
"PRT","Portugal","INC_WITH_SHARE","% Incineration with energy recovery","2019","2019","PC","Percentage","0","Units",,,19.814,,
"PRT","Portugal","INC_WITH_SHARE","% Incineration with energy recovery","2020","2020","PC","Percentage","0","Units",,,18.979,,
"PRT","Portugal","INC_WITHOUT_SHARE","% Incineration without energy recovery","1993","1993","PC","Percentage","0","Units",,,0.14,,
"PRT","Portugal","INC_WITHOUT_SHARE","% Incineration without energy recovery","1995","1995","PC","Percentage","0","Units",,,0,,
"PRT","Portugal","INC_WITHOUT_SHARE","% Incineration without energy recovery","1996","1996","PC","Percentage","0","Units",,,0,,
"PRT","Portugal","INC_WITHOUT_SHARE","% Incineration without energy recovery","1997","1997","PC","Percentage","0","Units",,,0,,
